Title,Rating,Studio,Adaptation,Genre,Duration,Show Type,No of Episodes,Year of Release
ChäoS;HEAd,3.03 Mediocre,MADHOUSE Inc.,Visual Novel,Thriller,~27min,TV-Series,12,2008
True Cooking Master Boy,3.10 Mediocre,"Nihon Ad Systems, Inc.",Manga,Comedy,~24min,TV-Series,12,2019
Muromi-san,3.04 Mediocre,"Tatsunoko Production Co., Ltd.",Manga,Comedy,~12min,TV-Series,13,2013
BBK/BRNK The Gentle Giants of the Galaxy,3.08 Mediocre,SANZIGEN Inc.,Original Work,Fighting-Shounen,~25min,TV-Series,12,2016
Twin Spica,3.14 Mediocre,"Group Tac Co., Ltd.",Manga,Slice of Life Drama,~25min,TV-Series,20,2003
Kandagawa Jet Girls,3.04 Mediocre,"TNK Co., Ltd.",Original Work,Ganbatte,~24min,TV-Series,12,2019
Soul Eater Not!,3.03 Mediocre,BONES Inc.,Manga,Action Comedy,~24min,TV-Series,12,2014
Kenka Bancho Otome: Girl Beats Boys,3.04 Mediocre,"A-Real, project No.9",Visual Novel,Action Comedy,~8min,TV-Series,12,2017
D4DJ Petit Mix,3.35 Excellent,"DMM.futureworks Co., Ltd., W-Toon Studio",Other,Comedy,~3min,TV-Series,26,2021
FLCL Alternative,3.06 Mediocre,"Nut Inc., Production I.G., Inc., REVOROOT Inc.",Original Work,Nonsense-Comedy,~23min,TV-Series,6,2018
Umineko: When They Cry,3.03 Mediocre,"Studio DEEN Co., Ltd.",Visual Novel,Horror,~25min,TV-Series,26,2009
Giant Beasts of Ars,3.05 Mediocre,ASAHI PRODUCTION,Original Work,?,~24min,TV-Series,12,2023
Lagrange: The Flower of Rin-ne 2,3.04 Mediocre,"XEBEC, Inc.",Original Work,Action,~24min,TV-Series,12,2012
Love All Play,3.09 Mediocre,"Nippon Animation Co., Ltd., OLM, Inc.",Novel,Ganbatte,~24min,TV-Series,24,2022
Magatsu Wahrheit,3.05 Mediocre,Yokohama Animation Lab,Video Game,Action Drama,~24min,TV-Series,12,2020
Gurazeni: Money Pitch (Season 2),3.32 Excellent,"Studio DEEN Co., Ltd.",Manga,Ganbatte,~23min,TV-Series,12,2018
Kinnikuman: Perfect Origin Arc,3.32 Excellent,"Production I.G., Inc.",Manga,Action Comedy,~24min,TV-Series,11,2024
Utakoi,3.08 Mediocre,"Yumeta Co., Ltd.",Manga,Romance,~25min,TV-Series,13,2012
B-Project: Zeccho Emotion,3.29 Excellent,BANDAI NAMCO Pictures Inc.,Other,Ganbatte,~24min,TV-Series,12,2019
Nyanko Days,3.03 Mediocre,EMT Squared,Manga,Comedy,~2min,TV-Series,12,2017
Sora o Miageru Shoujo no Hitomi ni Utsuru Sekai,3.03 Mediocre,"Kyoto Animation Co., Ltd.",Original Work,Adventure,~24min,TV-Series,9,2009
Battle Spirits: Brave,3.27 Excellent,SUNRISE Inc.,Other,Ganbatte,~25min,TV-Series,50,2010
Space Pirate Captain Harlock,3.06 Mediocre,"Toei Animation Co., Ltd.",Manga,Action,~25min,TV-Series,42,1978
Doreiku: The Animation,3.03 Mediocre,"TNK Co., Ltd., ZERO-G, Inc.",Manga,Drama,~24min,TV-Series,12,2018
Argevollen,3.03 Mediocre,"XEBEC, Inc.",Original Work,Action,~24min,TV-Series,24,2014
Petite Princess Yucie,3.11 Mediocre,"Anime International Co., Inc., Gainax Co., Ltd.",Video Game,Romantic Comedy,~25min,TV-Series,26,2002
Astarotte’s Toy,3.02 Mediocre,diomedéa inc.,Manga,Romantic Comedy,~24min,TV-Series,12,2011
Phantasy Star Online 2: Episode Oracle,3.06 Mediocre,Gonzo K.K.,Video Game,Action,~24min,TV-Series,25,2019
Mirai Keisatsu Urashiman,3.06 Mediocre,"Tatsunoko Production Co., Ltd.",Manga,Action,~24min,TV-Series,50,1983
Build-Divide: #ffffff Code White,3.10 Mediocre,LIDEN FILMS Inc.,Original Work,?,~24min,TV-Series,12,2022
Hortensia Saga,3.03 Mediocre,LIDEN FILMS Inc.,Video Game,Adventure,~24min,TV-Series,12,2021
"Bye Bye, Earth",3.03 Mediocre,LIDEN FILMS Inc.,Novel,Adventure,~24min,TV-Series,10,2024
Mahoujin Guru Guru,3.22 Mediocre,"Nippon Animation Co., Ltd.",Manga,Adventure,~22min,TV-Series,45,1994
Cardfight!! Vanguard G GIRS Crisis,3.22 Mediocre,"TMS Entertainment Co., Ltd.",Other,Ganbatte,~25min,TV-Series,26,2015
Gonna be the Twin-Tail!!,3.02 Mediocre,"Production IMS Co., Ltd.",Light Novel,Action Comedy,~24min,TV-Series,12,2014
D.C. II: Da Capo II,3.03 Mediocre,feel.,Visual Novel,Sentimental Drama,~24min,TV-Series,13,2007
Baby & I,3.18 Mediocre,"Pierrot Co., Ltd.",Manga,Slice of Life Drama,~25min,TV-Series,35,1996
Minami Kamakura High School Girls Cycling Club,3.04 Mediocre,"ACGT Co., Ltd., J.C.STAFF Co., Ltd.",Manga,Ganbatte,~24min,TV-Series,12,2017
Dokkoida!?,3.17 Mediocre,"ufotable, Inc.",Light Novel,Nonsense-Comedy,~24min,TV-Series,12,2003
Tenchi in Tokyo,3.05 Mediocre,"Anime International Co., Inc.",Original Work,Romantic Comedy,~23min,TV-Series,26,1997
Peter Grill and the Philosopher’s Time: Super Extra,3.03 Mediocre,"Animation Studio Seven, Wolfsbane",Manga,Comedy,~12min,TV-Series,12,2022
Onipan!,3.15 Mediocre,"WIT STUDIO, Inc.",Original Work,Comedy,~3min,TV-Series,60,2022
Yozakura Quartet,3.02 Mediocre,Nomad Inc.,Manga,Action,~25min,TV-Series,12,2008
Sailor Moon R,3.01 Mediocre,"Toei Animation Co., Ltd.",Manga,Adventure,~25min,TV-Series,43,1993
Code:Breaker,3.01 Mediocre,"Kinema Citrus Co., Ltd.",Manga,Action,~24min,TV-Series,13,2012
Ojamajo Doremi Dokkaan!,3.04 Mediocre,"Toei Animation Co., Ltd.",Original Work,Ganbatte,~25min,TV-Series,51,2002
Summoned to Another World for a Second Time,3.02 Mediocre,"Studio Elle Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,12,2023
Girls Beyond the Wasteland,3.02 Mediocre,project No.9,Visual Novel,Romantic Comedy,~24min,TV-Series,12,2016
Sengoku Night Blood,3.03 Mediocre,"Typhoon Graphics Co., Ltd.",Video Game,Romance,~24min,TV-Series,12,2017
Hell Girl: Fourth Twilight,3.04 Mediocre,"Studio DEEN Co., Ltd.",Original Work,Drama,~24min,TV-Series,12,2017
Genji Monogatari Sennenki,3.09 Mediocre,"TMS Entertainment Co., Ltd., Tezuka Productions Co., Ltd.",Novel,Romance,~25min,TV-Series,11,2009
Grisaia Phantom Trigger,3.07 Mediocre,Bibury Animation Studios,Visual Novel,Action,~25min,TV-Series,13,2025
World Witches: Take Off!,3.06 Mediocre,"Acca effe, Giga Production",Manga,Action Comedy,~14min,TV-Series,12,2021
Wave!!: Let’s Go Surfing!!,3.06 Mediocre,ASAHI PRODUCTION,Original Work,Ganbatte,~24min,TV-Series,12,2021
Star Driver,3.01 Mediocre,BONES Inc.,Original Work,Action,~24min,TV-Series,25,2010
Mew Mew Power,3.01 Mediocre,"Pierrot Co., Ltd.",Manga,Romantic Comedy,~25min,TV-Series,52,2002
Detective School Q,3.05 Mediocre,"Pierrot Co., Ltd.",Manga,Crime Fiction,~25min,TV-Series,45,2003
Ninja Nonsense: The Legend of Shinobu,3.02 Mediocre,"ufotable, Inc.",Manga,Nonsense-Comedy,~24min,TV-Series,12,2004
"Recently, My Sister Is Unusual",3.01 Mediocre,project No.9,Manga,Romantic Comedy,~24min,TV-Series,12,2014
Aiura,3.01 Mediocre,LIDEN FILMS Inc.,Manga,Comedy,~4min,TV-Series,12,2013
The Gokusen,3.03 Mediocre,MADHOUSE Inc.,Manga,Action,~24min,TV-Series,13,2004
Knights of the Zodiac,3.03 Mediocre,"Toei Animation Co., Ltd.",Manga,Fighting-Shounen,~24min,TV-Series,114,1986
Ikki Tousen: Great Guardians,3.00 Mediocre,Arms,Manga,Action,~25min,TV-Series,12,2008
Shenmue the Animation,3.05 Mediocre,"Telecom Animation Film Co., Ltd.",Video Game,Action,~24min,TV-Series,13,2022
UFO Baby,3.05 Mediocre,"J.C.STAFF Co., Ltd.",Manga,Adventure,~25min,TV-Series,78,2000
"Uglymug, Epicfighter",3.05 Mediocre,"WHITE FOX Co., Ltd.",Light Novel,Action Comedy,~24min,TV-Series,12,2025
Muv-Luv Alternative (Season 2),3.05 Mediocre,"FLAGSHIP LINE, Inc., Graphinica, Inc., Yumeta Co., Ltd.",Visual Novel,Action,~23min,TV-Series,12,2022
Shigurui: Death Frenzy,3.01 Mediocre,MADHOUSE Inc.,Novel,Action Drama,~23min,TV-Series,12,2007
Clamp School Detectives,3.09 Mediocre,"Pierrot Co., Ltd.",Manga,Comedy,~25min,TV-Series,26,1997
Persona 4: The Golden Animation,3.02 Mediocre,A-1 Pictures Inc.,Video Game,Adventure,~24min,TV-Series,12,2014
Ninja Girl & Samurai Master 3rd,3.10 Mediocre,"TMS Entertainment Co., Ltd.",Manga,Action Comedy,~4min,TV-Series,26,2018
Natsu no Arashi!,3.01 Mediocre,SHAFT Inc.,Manga,Comedy,~25min,TV-Series,13,2009
Guyver: The Bioboosted Armor,3.01 Mediocre,"OLM, Inc.",Manga,Fighting-Shounen,~24min,TV-Series,26,2005
Cardfight!! Vanguard G: Stride Gate,3.18 Mediocre,"TMS Entertainment Co., Ltd.",Other,Ganbatte,~24min,TV-Series,24,2016
Occult Academy,3.00 Mediocre,A-1 Pictures Inc.,Original Work,Drama,~24min,TV-Series,13,2010
Majikoi: Oh! Samurai Girls!,3.00 Mediocre,Lerche,Visual Novel,Action Comedy,~24min,TV-Series,12,2011
Yatogame-chan Kansatsu Nikki 2,3.03 Mediocre,saetta inc.,Manga,Comedy,~4min,TV-Series,12,2020
Encouragement of Climb,3.00 Mediocre,"8bit Corp, Inc.",Manga,Comedy,~4min,TV-Series,12,2013
Vampire Dormitory,3.01 Mediocre,"Studio Blanc. Co., Ltd.",Manga,Romance,~24min,TV-Series,12,2024
Chronos Ruler,3.01 Mediocre,project No.9,Manhua,Action,~24min,TV-Series,13,2017
Samurai Deeper Kyo,3.00 Mediocre,"Studio DEEN Co., Ltd.",Manga,Adventure,~24min,TV-Series,26,2002
Time Travel Girl,3.04 Mediocre,WAO! World,Novel,Adventure,~24min,TV-Series,12,2016
GA Geijutsuka Art Design Class,3.02 Mediocre,"Anime International Co., Inc.",Manga,Comedy,~24min,TV-Series,12,2009
Lady Lady!!,3.43 Excellent,"Toei Animation Co., Ltd.",Manga,Drama,~24min,TV-Series,21,1987
Monsuno Season 2,3.43 Excellent,"Larx Entertainment Co., Ltd.",Original Work,?,~25min,TV-Series,26,2013
B-Project: Passion*Love Call,3.43 Excellent,ASAHI PRODUCTION,Other,Ganbatte,~24min,TV-Series,12,2023
Gregory Horror Show: The Nightmare Train,3.50 Excellent,,Original Work,Horror,~3min,TV-Series,26,2000
The Price of Smiles,3.01 Mediocre,"Tatsunoko Production Co., Ltd.",Original Work,Action Drama,~24min,TV-Series,12,2019
M3: The Dark Metal,3.00 Mediocre,"C2C Co., Ltd., Satelight Inc.",Original Work,Action,~24min,TV-Series,24,2014
B-Daman Crossfire,3.07 Mediocre,"SynergySP Co. ,Ltd.",Other,Adventure,~15min,TV-Series,52,2011
Build-Divide -#000000- Code Black,2.97 Mediocre,LIDEN FILMS Inc.,Original Work,Ganbatte,~24min,TV-Series,12,2021
Hime-chan no Ribbon,3.07 Mediocre,"GALLOP Co., Ltd.",Manga,Romantic Comedy,~25min,TV-Series,61,1992
Shin Koihime Musou,2.95 Mediocre,Doga Kobo,Visual Novel,Adventure,~25min,TV-Series,12,2009
Magical Warfare,2.94 Mediocre,MADHOUSE Inc.,Light Novel,Action,~24min,TV-Series,12,2014
Uta Kata,2.95 Mediocre,HAL FILM MAKER Inc.,Original Work,Slice of Life Drama,~24min,TV-Series,12,2004
Val × Love,2.95 Mediocre,Hoods Entertainment Inc.,Manga,Action Comedy,~24min,TV-Series,12,2019
Inazuma Eleven GO: Galaxy,3.01 Mediocre,"OLM, Inc.",Video Game,Ganbatte,~24min,TV-Series,43,2013
Mix: Meisei Story - Season 2,3.15 Mediocre,"OLM, Inc.",Manga,Ganbatte,~24min,TV-Series,24,2023
Pucca,3.50 Excellent,,,Action Comedy,~23min,TV-Series,26,2006
Girl’s High,2.95 Mediocre,Arms,Manga,Comedy,~24min,TV-Series,12,2006
Once upon a Time. . . Man,2.95 Mediocre,,Original Work,Indefinite,~25min,TV-Series,26,1978
H2,2.98 Mediocre,"Ashi Productions Co., Ltd.",Manga,Ganbatte,~24min,TV-Series,39,1995
Teekyu 8,2.99 Mediocre,"Millepensee Co., Ltd.",Manga,Nonsense-Comedy,~2min,TV-Series,12,2016
Neo Angelique Abyss,2.95 Mediocre,"Yumeta Co., Ltd.",Visual Novel,Adventure,~23min,TV-Series,13,2008
Wixoss Diva (A) Live,3.00 Mediocre,"J.C.STAFF Co., Ltd.",Original Work,Ganbatte,~24min,TV-Series,12,2020
Woodpecker Detective’s Office,2.98 Mediocre,LIDEN FILMS Inc.,Light Novel,Crime Fiction,~24min,TV-Series,12,2020
The Book of Bantorra,2.94 Mediocre,David Production Inc.,Light Novel,Action,~24min,TV-Series,27,2009
Bogus Skill “Fruitmaster”: About That Time I Became Able to Eat Unlimited Numbers of Skill Fruits (That Kill You),2.94 Mediocre,ASAHI PRODUCTION,Light Novel,Adventure,~24min,TV-Series,12,2025
Mobile Fighter G Gundam,2.97 Mediocre,SUNRISE Inc.,Original Work,Action,~24min,TV-Series,49,1994
Sci-fi Harry,2.96 Mediocre,"Another Push Pin Planning Co., Ltd.",Manga,Thriller,~25min,TV-Series,20,2000
Chi’s Sweet Adventure: Season 2,3.17 Mediocre,Marza Animation Planet Inc.,Manga,?,~12min,TV-Series,25,2018
Onee-chan ga Kita,2.94 Mediocre,"C2C Co., Ltd.",Manga,Comedy,~3min,TV-Series,12,2014
Hakuouki: Otogisoushi,3.08 Mediocre,DLE Inc.,Visual Novel,Comedy,~4min,TV-Series,12,2016
Maria Holic Alive,2.94 Mediocre,SHAFT Inc.,Manga,Comedy,~25min,TV-Series,12,2011
"Diabolik Lovers II: More, Blood",2.94 Mediocre,ZEXCS Inc.,Visual Novel,Drama,~13min,TV-Series,12,2015
Delico’s Nursery,2.97 Mediocre,"J.C.STAFF Co., Ltd.",Theater,?,~24min,TV-Series,13,2024
Cybersix,3.18 Mediocre,"TMS Entertainment Co., Ltd.",Comic,Adventure,~23min,TV-Series,13,2000
Koisuru Tenshi Angelique: Kagayaki no Ashita,3.00 Mediocre,Satelight Inc.,Visual Novel,Adventure,~24min,TV-Series,12,2007
Yo-Kai Watch,2.96 Mediocre,"OLM, Inc.",Video Game,Comedy,~23min,TV-Series,214,2014
The Silver Guardian,2.93 Mediocre,Haoliners Animation League,Manhua,Adventure,~13min,TV-Series,12,2017
Sora no Manimani,2.94 Mediocre,"Studio Comet Co., Ltd.",Manga,Romantic Comedy,~24min,TV-Series,12,2009
iDOLM@STER Xenoglossia,2.95 Mediocre,SUNRISE Inc.,Manga,Action,~24min,TV-Series,26,2007
Guin Saga,2.94 Mediocre,Satelight Inc.,Light Novel,Adventure,~24min,TV-Series,26,2009
Digimon Tamers,2.93 Mediocre,"Toei Animation Co., Ltd.",Original Work,Adventure,~23min,TV-Series,51,2001
The Stories of Girls Who Couldn’t Be Magicians,2.97 Mediocre,"J.C.STAFF Co., Ltd.",Light Novel,?,~24min,TV-Series,12,2024
A Destructive God Sits Next to Me,2.95 Mediocre,EMT Squared,Manga,Comedy,~24min,TV-Series,12,2020
Cardfight!! Vanguard G Z,3.20 Mediocre,Bridge Inc.,Other,Ganbatte,~24min,TV-Series,24,2017
Cardfight!! Vanguard (2019),3.20 Mediocre,"OLM, Inc.",Other,Ganbatte,~25min,TV-Series,14,2019
World’s End Harem,2.93 Mediocre,"AXsiZ Co., Ltd., Studio Gokumi",Manga,Romantic Drama,~24min,TV-Series,11,2021
Kumamiko: Girl Meets Bear,2.94 Mediocre,"EMT Squared, Kinema Citrus Co., Ltd.",Manga,Comedy,~24min,TV-Series,12,2016
Strange Dawn,2.96 Mediocre,HAL FILM MAKER Inc.,Original Work,Adventure,~23min,TV-Series,13,2000
Yuki Yuna Is a Hero: Churutto!,3.09 Mediocre,"DMM.futureworks Co., Ltd., W-Toon Studio",Original Work,Comedy,~1min,TV-Series,12,2021
April Showers Bring May Flowers,3.09 Mediocre,SILVER LINK.,Manga,Romantic Comedy,~?min,TV-Series,12,2025
Hell Teacher: Jigoku Sensei Nube,3.09 Mediocre,Studio KAI Inc.,Manga,Action Comedy,~?min,TV-Series,12,2025
Tactics,2.94 Mediocre,"Studio DEEN Co., Ltd.",Manga,Ghost Stories,~24min,TV-Series,25,2004
Battle Athletes Victory,2.99 Mediocre,"Anime International Co., Inc.",Original Work,Comedy,~23min,TV-Series,26,1997
Protocol: Rain,2.96 Mediocre,"JFK Co., Ltd.",Original Work,Drama,~23min,TV-Series,12,2023
Cardfight!! Vanguard Asia Circuit (Season 2),2.98 Mediocre,"TMS Entertainment Co., Ltd.",Other,Ganbatte,~25min,TV-Series,39,2012
Kemono Friends 2,2.98 Mediocre,"Tomason Co., Ltd.",Video Game,Adventure,~23min,TV-Series,12,2019
Hanaukyo Maid Team: La Vérité,2.93 Mediocre,Daume,Manga,Romantic Comedy,~23min,TV-Series,12,2004
Magicians Academy,2.93 Mediocre,ZEXCS Inc.,Light Novel,Romantic Comedy,~24min,TV-Series,12,2008
Honoo no Alpenrose: Jeudi & Lundi,3.22 Mediocre,"Tatsunoko Production Co., Ltd.",Manga,Romance,~25min,TV-Series,20,1985
Gunslinger Stratos,2.93 Mediocre,A-1 Pictures Inc.,Video Game,Action,~24min,TV-Series,12,2015
Beet the Vandel Buster,2.95 Mediocre,"Toei Animation Co., Ltd.",Manga,Fighting-Shounen,~23min,TV-Series,52,2004
Kiitaro’s Yokai Picture Diary,2.94 Mediocre,Creators in Pack Inc.,Manga,Comedy,~4min,TV-Series,12,2016
The Highschool Life of a Fudanshi,2.93 Mediocre,EMT Squared,Manga,Comedy,~3min,TV-Series,12,2016
Ace Attorney,2.93 Mediocre,A-1 Pictures Inc.,Video Game,Crime Fiction,~24min,TV-Series,24,2016
Technoroid: Overmind,3.02 Mediocre,Doga Kobo,,?,~24min,TV-Series,12,2023
Maria Holic,2.92 Mediocre,SHAFT Inc.,Manga,Comedy,~25min,TV-Series,12,2008
Pingu in the City,3.00 Mediocre,DandeLion Animation Studio Inc.,Other,Comedy,~7min,TV-Series,26,2017
Theatre of Darkness: Yamishibai 10,3.00 Mediocre,"ILCA, Inc.",Original Work,Ghost Stories,~5min,TV-Series,13,2022
Lupin the 3rd: Part 3,2.94 Mediocre,"TMS Entertainment Co., Ltd.",Manga,Action Comedy,~25min,TV-Series,50,1984
The File of Young Kindaichi Returns,2.96 Mediocre,"Toei Animation Co., Ltd.",Manga,Crime Fiction,~24min,TV-Series,25,2014
Yaiba: Samurai Legend,3.11 Mediocre,"WIT STUDIO, Inc.",Manga,Ganbatte,~?min,TV-Series,24,2025
Kaze no Naka no Shoujo Kinpatsu no Jeanie,2.95 Mediocre,"Nippon Animation Co., Ltd.",Other,Adventure,~25min,TV-Series,52,1992
Amatsuki,2.92 Mediocre,"Studio DEEN Co., Ltd.",Manga,Adventure,~24min,TV-Series,13,2008
Oishinbo,3.25 Excellent,"Shin-ei Animation Co., Ltd.",Manga,?,~25min,TV-Series,136,1988
Corrector Yui,3.25 Excellent,"Nippon Animation Co., Ltd.",,Adventure,~25min,TV-Series,52,1999
Chimimo,3.25 Excellent,"Shin-ei Animation Co., Ltd.",Original Work,Comedy,~24min,TV-Series,12,2022
Hyouge Mono,3.00 Mediocre,Bee Train Productions Inc.,,Adventure,~25min,TV-Series,39,2011
Kanamemo,2.92 Mediocre,feel.,Manga,Comedy,~25min,TV-Series,13,2009
Glitter Force,2.93 Mediocre,"Toei Animation Co., Ltd.",Original Work,Action,~24min,TV-Series,48,2012
Anne of Green Gables,2.92 Mediocre,"Nippon Animation Co., Ltd.",Novel,Slice of Life Drama,~23min,TV-Series,50,1979
Peter Grill and the Philosopher’s Time,2.92 Mediocre,Wolfsbane,Manga,Comedy,~12min,TV-Series,12,2020
Tona-Gura!,2.91 Mediocre,Daume,Manga,Romantic Comedy,~24min,TV-Series,13,2006
Isuca,2.92 Mediocre,Arms,Manga,Action Comedy,~23min,TV-Series,10,2015
Jang Geumiui Kkum,3.12 Mediocre,HeeWon Entertainment Inc.,Live-Action,Ganbatte,~25min,TV-Series,26,2005
Tenkuu Senki Shurato,3.12 Mediocre,"Tatsunoko Production Co., Ltd.",,Fighting-Shounen,~24min,TV-Series,38,1989
Blood-C,2.91 Mediocre,"Production I.G., Inc.",Original Work,Action,~24min,TV-Series,12,2011
Shoubushi Densetsu Tetsuya,3.02 Mediocre,"Toei Animation Co., Ltd.",Manga,?,~23min,TV-Series,20,2000
Cardfight!! Vanguard Legion Mate,3.00 Mediocre,"TMS Entertainment Co., Ltd.",Other,Ganbatte,~25min,TV-Series,33,2014
Tayutama: Kiss on My Deity,2.91 Mediocre,SILVER LINK.,Visual Novel,Romantic Comedy,~24min,TV-Series,12,2009
Yamishibai: Japanese Ghost Stories 2,2.92 Mediocre,"ILCA, Inc.",Original Work,Ghost Stories,~5min,TV-Series,13,2014
"Please Put Them On, Takamine-san",2.92 Mediocre,LIDEN FILMS Inc.,Manga,Romantic Comedy,~24min,TV-Series,12,2025
Wellber no Monogatari: Sisters of Wellber,2.92 Mediocre,Trans Arts,Original Work,Adventure,~24min,TV-Series,13,2007
Kämpfer,2.91 Mediocre,Nomad Inc.,Light Novel,Nonsense-Comedy,~24min,TV-Series,12,2009
Battle Spirits: Sword Eyes Gekitouden,3.29 Excellent,SUNRISE Inc.,Other,Ganbatte,~24min,TV-Series,21,2013
Youkai Watch: Shadow Side,3.29 Excellent,"OLM, Inc.",Video Game,?,~25min,TV-Series,49,2018
Tide-Line Blue,2.93 Mediocre,"Telecom Animation Film Co., Ltd.",Original Work,Adventure,~24min,TV-Series,12,2005
Koihime Musou,2.91 Mediocre,Doga Kobo,Visual Novel,Adventure,~25min,TV-Series,12,2008
Dances with the Dragons,2.92 Mediocre,"Seven Arcs Co.,Ltd.",Light Novel,Action Drama,~24min,TV-Series,12,2018
Shendiaoxialü II: Xiangyang Fengyun,3.00 Mediocre,Jade Animation,Novel,Adventure,~24min,TV-Series,26,2004
Teekyu 4,2.94 Mediocre,"Millepensee Co., Ltd.",Manga,Nonsense-Comedy,~2min,TV-Series,12,2015
.hack//Roots,2.91 Mediocre,Bee Train Productions Inc.,Video Game,Adventure,~23min,TV-Series,26,2006
Seraphim Call,3.12 Mediocre,SUNRISE Inc.,Original Work,Indefinite,~24min,TV-Series,12,1999
Persona: Trinity Soul,2.91 Mediocre,A-1 Pictures Inc.,Video Game,Drama,~24min,TV-Series,26,2008
Sacred Seven,2.91 Mediocre,SUNRISE Inc.,Original Work,Action,~25min,TV-Series,12,2011
Senran Kagura: Shinovi Master,2.93 Mediocre,"TNK Co., Ltd.",Video Game,Action Comedy,~24min,TV-Series,12,2018
Ikki Tousen,2.90 Mediocre,"J.C.STAFF Co., Ltd.",Manga,Action,~24min,TV-Series,13,2003
Tsukiuta. The Animation,2.89 Mediocre,"Pierrot Co., Ltd.",Other,Slice of Life Drama,~24min,TV-Series,13,2016
Little Battlers eXperience,2.98 Mediocre,"OLM, Inc.",Video Game,Ganbatte,~25min,TV-Series,44,2011
NieA_7,2.87 Mediocre,Triangle Staff Corp.,Manga,Slice of Life Drama,~23min,TV-Series,13,2000
Ganbare! Kickers,2.86 Mediocre,"Pierrot Co., Ltd.",Manga,Ganbatte,~25min,TV-Series,23,1986
Tokyo Underground,2.86 Mediocre,"Pierrot Co., Ltd.",Manga,Fighting-Shounen,~24min,TV-Series,26,2002
Space Runaway Ideon,2.96 Mediocre,SUNRISE Inc.,Original Work,Action,~25min,TV-Series,39,1980
Astro Boy,2.96 Mediocre,"Mushi Production Co., Ltd.",Manga,Action,~25min,TV-Series,193,1963
Massugu ni Ikou (2004),3.25 Excellent,"Yumeta Co., Ltd.",Manga,?,~22min,TV-Series,5,2004
Gregory Horror Show: The Bloody Karte,3.25 Excellent,,Original Work,Horror,~3min,TV-Series,12,2001
Naruto Spin-Off: Rock Lee & His Ninja Pals,2.86 Mediocre,"Pierrot Co., Ltd.",Manga,Nonsense-Comedy,~24min,TV-Series,51,2012
Love To-Lie-Angle,2.86 Mediocre,"Creators in Pack Inc., Studio Lings, Inc.",Manga,Comedy,~4min,TV-Series,12,2018
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,2.85 Mediocre,"J.C.STAFF Co., Ltd.",Light Novel,Comedy,~24min,TV-Series,12,2019
Kiddy Girl-and,2.87 Mediocre,Satelight Inc.,Original Work,Action,~25min,TV-Series,24,2009
Popotan,2.86 Mediocre,SHAFT Inc.,Visual Novel,Comedy,~24min,TV-Series,12,2003
Disgaea,2.86 Mediocre,"OLM, Inc.",Video Game,Adventure,~24min,TV-Series,12,2006
Reideen,2.87 Mediocre,"Production I.G., Inc.",Other,Action,~25min,TV-Series,26,2007
Bakugan: Gundalian Invaders,2.89 Mediocre,"MAXPIRE ENTERTAINMENT Inc., TMS Entertainment Co., Ltd.",Original Work,Ganbatte,~23min,TV-Series,39,2011
Massugu ni Ikou,3.11 Mediocre,"Yumeta Co., Ltd.",Manga,?,~30min,TV-Series,4,2003
Cross Fight B-Daman eS,3.11 Mediocre,"SynergySP Co. ,Ltd.",Other,Adventure,~12min,TV-Series,52,2012
Rumble Garanndoll,2.89 Mediocre,Lerche,Original Work,Adventure Comedy,~24min,TV-Series,12,2021
Xuan Yuan Sword Luminary,2.87 Mediocre,"Studio DEEN Co., Ltd.",Video Game,Action,~24min,TV-Series,13,2018
You’re under Arrest! Mini Specials,2.90 Mediocre,"Studio DEEN Co., Ltd.",Manga,Action Comedy,~7min,TV-Series,19,1999
Deep Insanity: The Lost Child,2.86 Mediocre,SILVER LINK.,Other,Action,~24min,TV-Series,12,2021
Babanba Banban Vampire,2.90 Mediocre,"Benten Film Co., Ltd.",Manga,Romantic Comedy,~23min,TV-Series,12,2025
Grimms Notes: The Animation,2.86 Mediocre,Brain’s Base,Video Game,Adventure,~24min,TV-Series,12,2019
Yamishibai: Japanese Ghost Stories 3,2.86 Mediocre,"ILCA, Inc.",Original Work,Ghost Stories,~4min,TV-Series,13,2016
Cooking Master Boy,2.90 Mediocre,"Nippon Animation Co., Ltd.",Manga,Adventure,~23min,TV-Series,52,1997
